chunk_file_path,subchunk_number,source_file_path,source_line,rule_id,decision,rationale
"/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_2001_2025.txt",2001,"/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/font/subset.go",702,"go_perf_layer_io_operations_small_writes_without_bufio_writer",true_positive,"Snippet matches the rule pattern in this function"
"/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_2001_2025.txt",2002,"/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/font/subset.go",766,"go_perf_layer_collection_iteration_len_called_after_materializing_channel",false_positive,"Rule pattern is not supported by the shown snippet"
"/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_2001_2025.txt",2003,"/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/font/subset.go",775,"go_perf_layer_garbage_collection_cleanup_large_slice_retained_after_truncate",false_positive,"Rule pattern is not supported by the shown snippet"
"/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_2001_2025.txt",2004,"/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/font/subset.go",778,"go_perf_layer_collection_iteration_manual_index_loop_without_bounds_need",false_positive,"Rule pattern is not supported by the shown snippet"
"/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_2001_2025.txt",2005,"/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/font/subset.go",778,"go_perf_layer_network_calls_retry_loop_without_backoff",false_positive,"Rule pattern is not supported by the shown snippet"
"/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_2001_2025.txt",2006,"/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/font/subset.go",781,"go_perf_layer_memory_allocation_append_without_known_capacity",true_positive,"Snippet matches the rule pattern in this function"
"/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_2001_2025.txt",2007,"/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/font/subset.go",781,"slice_grow_without_cap_hint",true_positive,"Snippet matches the rule pattern in this function"
"/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_2001_2025.txt",2008,"/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/font/subset.go",793,"go_perf_layer_string_handling_string_lower_for_case_insensitive_compare",false_positive,"Rule pattern is not supported by the shown snippet"
"/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_2001_2025.txt",2009,"/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/font/subset.go",801,"go_perf_layer_async_concurrency_goroutine_per_item_without_worker_limit",false_positive,"Rule pattern is not supported by the shown snippet"
"/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_2001_2025.txt",2010,"/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/font/subset.go",811,"go_perf_layer_algorithmic_complexity_repeated_nested_slice_scans",false_positive,"Rule pattern is not supported by the shown snippet"
