chunk_file_path,subchunk_number,source_file_path,source_line,rule_id,decision,rationale
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_3001_3025.txt,3001,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/merge/merger.go,46,go_perf_layer_string_handling_byte_string_roundtrip_for_contains,false_positive,No contains or index byte string roundtrip shown
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_3001_3025.txt,3002,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/merge/merger.go,46,go_perf_layer_string_handling_fmt_sprintf_for_simple_concat,true_positive,Snippet uses fmt sprintf for string building
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_3001_3025.txt,3003,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/merge/merger.go,51,go_perf_layer_garbage_collection_cleanup_response_body_not_drained_for_reuse,false_positive,No http response body handling shown
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_3001_3025.txt,3004,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/merge/merger.go,77,slice_append_without_prealloc_known_bound,true_positive,Snippet appends during loop without visible capacity hint
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_3001_3025.txt,3005,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/merge/merger.go,77,slice_grow_without_cap_hint,true_positive,Snippet appends during loop without visible capacity hint
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_3001_3025.txt,3006,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/merge/merger.go,117,go_perf_layer_io_operations_scanner_used_for_large_token_stream,true_positive,Snippet uses scanner for token stream
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_3001_3025.txt,3007,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/merge/merger.go,117,go_perf_layer_io_operations_temporary_file_for_stream_transform,false_positive,No temporary file transform shown
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_3001_3025.txt,3008,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/merge/merger.go,119,go_perf_layer_database_access_count_query_before_paged_fetch,false_positive,No database access evidence in snippet
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_3001_3025.txt,3009,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/merge/merger.go,119,go_perf_layer_database_access_query_inside_loop_without_batching,false_positive,No database access evidence in snippet
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_3001_3025.txt,3010,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/merge/merger.go,119,go_perf_layer_database_access_select_star_on_hot_query,true_positive,Snippet contains database query or db call
