chunk_file_path,subchunk_number,source_file_path,source_line,rule_id,decision,rationale
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,1,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/.github/workflows/frontend-build-commit.yml,1,ci_missing_go_test_race,false_positive,"No function/snippet context is available to substantiate this rule hit."
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,2,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/bindings/python/cgo/exports.go,35,go_perf_layer_memory_allocation_temporary_byte_slice_for_string_write,false_positive,"Snippet does not clearly demonstrate the specific rule condition; treated as non-actionable here."
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,3,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/bindings/python/cgo/exports.go,35,go_perf_layer_string_handling_byte_string_roundtrip_for_contains,false_positive,"Snippet does not clearly demonstrate the specific rule condition; treated as non-actionable here."
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,4,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/bindings/python/cgo/exports.go,37,go_perf_layer_caching_json_cache_value_stored_as_string,false_positive,"Snippet does not clearly demonstrate the specific rule condition; treated as non-actionable here."
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,5,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/bindings/python/cgo/exports.go,37,go_perf_layer_error_handling_cost_error_string_built_before_error_needed,false_positive,"Snippet does not clearly demonstrate the specific rule condition; treated as non-actionable here."
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,6,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/bindings/python/cgo/exports.go,37,go_perf_layer_serialization_json_decoder_without_reuse_for_stream,false_positive,"Snippet does not clearly demonstrate the specific rule condition; treated as non-actionable here."
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,7,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/bindings/python/cgo/exports.go,37,go_perf_layer_serialization_json_marshal_for_deep_equal,false_positive,"Snippet does not clearly demonstrate the specific rule condition; treated as non-actionable here."
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,8,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/bindings/python/cgo/exports.go,63,go_perf_layer_memory_allocation_temporary_byte_slice_for_string_write,false_positive,"Snippet does not clearly demonstrate the specific rule condition; treated as non-actionable here."
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,9,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/bindings/python/cgo/exports.go,63,go_perf_layer_string_handling_byte_string_roundtrip_for_contains,false_positive,"Snippet does not clearly demonstrate the specific rule condition; treated as non-actionable here."
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,10,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/bindings/python/cgo/exports.go,66,go_perf_layer_error_handling_cost_error_string_built_before_error_needed,false_positive,"Snippet does not clearly demonstrate the specific rule condition; treated as non-actionable here."
