chunk_file_path,subchunk_number,source_file_path,source_line,rule_id,decision,rationale
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4001,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,219,bytes_buffer_without_grow_known_bound,false_positive,Snippet does not show the rule precondition in this finding context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4002,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,219,go_perf_layer_resource_pooling_buffer_pool_without_max_capacity,false_positive,Snippet does not show the rule precondition in this finding context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4003,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,229,go_perf_layer_async_concurrency_goroutine_per_item_without_worker_limit,false_positive,Snippet does not show the rule precondition in this finding context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4004,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,236,go_perf_layer_io_operations_small_writes_without_bufio_writer,false_positive,Snippet does not show the rule precondition in this finding context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4005,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,252,go_perf_layer_algorithmic_complexity_repeated_nested_slice_scans,false_positive,Snippet does not show the rule precondition in this finding context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4006,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,252,go_perf_layer_collection_iteration_manual_index_loop_without_bounds_need,false_positive,Snippet does not show the rule precondition in this finding context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4007,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,252,go_perf_layer_io_operations_scanner_used_for_large_token_stream,false_positive,Snippet does not show the rule precondition in this finding context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4008,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,252,go_perf_layer_memory_allocation_temporary_byte_slice_for_string_write,false_positive,Snippet does not show the rule precondition in this finding context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4009,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,267,go_perf_layer_network_calls_retry_loop_without_backoff,false_positive,Snippet does not show the rule precondition in this finding context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4010,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,276,go_perf_layer_garbage_collection_cleanup_response_body_not_drained_for_reuse,false_positive,Snippet does not show the rule precondition in this finding context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4011,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,276,go_perf_layer_serialization_gzip_writer_created_per_small_payload,false_positive,Snippet does not show the rule precondition in this finding context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4012,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,293,go_perf_layer_string_handling_string_lower_for_case_insensitive_compare,false_positive,Snippet does not show the rule precondition in this finding context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4013,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,310,go_perf_layer_caching_cache_key_built_with_fmt,false_positive,Snippet does not show the rule precondition in this finding context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_4001_4025.txt,4014,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/pdf/redact/pdf_utils.go,310,go_perf_layer_caching_json_cache_value_stored_as_string,false_positive,Snippet does not show the rule precondition in this finding context
